victim_id,case_id,victim_name,gender,age,occupation,injury_type,relationship_to_accused,address
VICT003811,CR003071,Megha Sanghvi,Female,58,Unemployed,None,Unknown,"57, Ramesh Chowk, Gwalior-764942"
VICT003812,CR003072,Abdul Radhakrishnan,Male,24,Retired,Fatal,Unknown,"H.No. 83, Gopal, Nashik-312399"
VICT003813,CR003073,Saksham Chandran,Male,64,Business,Serious,Friend,"565, Singh, Akola 520272"
VICT003814,CR003074,Darsh Chad,Male,51,Farmer,None,Family,"H.No. 90, Sunder Ganj, Surat 998211"
VICT003815,CR003075,Jonathan Shroff,Other,27,Government Employee,Minor,Friend,"H.No. 513, Sama Road, Hubli–Dharwad-541769"
VICT003816,CR003076,Jagdish Badami,Other,40,Unemployed,None,Unknown,"71/74, Mahajan Chowk, Bangalore 764977"
VICT003817,CR003077,Pranav More,Male,9,Retired,Minor,Family,"H.No. 219, Jani Chowk, Sasaram 383217"
VICT003818,CR003078,Sachi Madan,Female,52,Unemployed,Minor,Unknown,"62/274, Chawla Zila, Kollam-584584"
VICT003819,CR003078,Jairaj Amble,Male,77,Private Employee,None,Family,"74/855, Chakrabarti Street, Muzaffarnagar 417873"
VICT003820,CR003079,Bhanumati Dhingra,Female,14,Driver,None,Family,"H.No. 61, Sastry Path, Singrauli 710820"
VICT003821,CR003079,Arin Pandya,Other,20,Business,None,Colleague,"H.No. 110, Baria Circle, Bikaner 069629"
VICT003822,CR003080,Fariq Chanda,Other,50,Student,Fatal,Neighbour,"67/22, Kothari Ganj, Karimnagar-935192"
VICT003823,CR003081,Vrishti Sanghvi,Other,60,Government Employee,Minor,Stranger,"40/600, Das Ganj, Pimpri-Chinchwad-071887"
VICT003824,CR003082,Ishaan Ravel,Male,45,Student,Fatal,Neighbour,"383, Gandhi Road, Karawal Nagar 445877"
VICT003825,CR003083,Ganga Minhas,Female,19,Farmer,Serious,Unknown,"00/799, Kala, Panchkula-837134"
VICT003826,CR003084,Quincy Nori,Male,4,Farmer,Minor,Stranger,"247, Gupta Ganj, Madanapalle-287989"
VICT003827,CR003085,Netra Bobal,Female,47,Business,Serious,Stranger,"37/30, Dora Zila, Medininagar-419023"
VICT003828,CR003086,Chaman Dani,Female,59,Housewife,None,Neighbour,"51/07, Bawa Marg, Machilipatnam-473946"
VICT003829,CR003086,Yashica Ahluwalia,Other,9,Unemployed,Minor,Stranger,"H.No. 00, Karpe Street, Parbhani-596120"
VICT003830,CR003087,Anusha Sha,Female,31,Housewife,None,Family,"74, Kanda Nagar, Rajkot 208512"
VICT003831,CR003088,Yatan Khare,Other,17,Housewife,Minor,Family,"99, Bahl Chowk, Bharatpur 128012"
VICT003832,CR003088,Hredhaan Aggarwal,Other,44,Self Employed,Minor,Neighbour,"841, Minhas Road, Burhanpur-849713"
VICT003833,CR003089,Gautam Savant,Male,82,Retired,Minor,Friend,"H.No. 39, Tailor Zila, Raebareli 262378"
VICT003834,CR003090,Azaan Wali,Male,59,Retired,None,Colleague,"050, Loke Circle, Ambattur-375184"
VICT003835,CR003091,Ojas Nagy,Male,82,Business,Minor,Unknown,"50/59, Talwar Nagar, Patiala 145672"
VICT003836,CR003092,Dhruv Pant,Male,8,Government Employee,Minor,Family,"H.No. 90, Sagar Path, Fatehpur-883934"
VICT003837,CR003093,Radhika Sarma,Female,29,Labourer,None,Neighbour,"602, Luthra Marg, Pallavaram-318556"
VICT003838,CR003093,Sneha Tata,Female,69,Driver,Minor,Colleague,"14/763, Deol Road, Malegaon 721687"
VICT003839,CR003094,Vedika Nagy,Other,37,Student,None,Friend,"65/399, Vala Ganj, Raurkela Industrial Township-208905"
VICT003840,CR003095,Aayush Comar,Male,60,Driver,Minor,Stranger,"H.No. 39, Manda Nagar, Nizamabad-830653"
VICT003841,CR003096,Tarak Badal,Male,56,Unemployed,Serious,Unknown,"42, Shroff Street, Ranchi-736394"
VICT003842,CR003097,Nakul Bala,Male,22,Self Employed,Minor,Unknown,"H.No. 16, Garg Chowk, Jhansi 891432"
VICT003843,CR003098,Mason Nagi,Male,3,Housewife,Minor,Family,"H.No. 70, Bhavsar Road, Madurai-402930"
VICT003844,CR003099,Anika Rajan,Female,68,Housewife,Minor,Stranger,"66/408, Rattan Zila, Ramgarh-758534"
VICT003845,CR003099,Warjas Devan,Other,73,Retired,Minor,Colleague,"H.No. 945, Rout Street, Jodhpur-616161"
VICT003846,CR003100,Urvashi Goda,Female,32,Farmer,Minor,Colleague,"H.No. 77, Majumdar Road, Bihar Sharif 306861"
VICT003847,CR003101,Bhavya Iyengar,Other,17,Self Employed,Fatal,Colleague,"008, Agate Circle, Moradabad-496190"
VICT003848,CR003102,Upasna Manne,Female,86,Self Employed,Minor,Unknown,"231, Suresh Chowk, Ambattur 960180"
VICT003849,CR003103,Netra Halder,Female,89,Retired,None,Unknown,"H.No. 712, Mitter, Buxar 422123"
VICT003850,CR003104,Benjamin Varkey,Male,44,Labourer,None,Friend,"H.No. 19, Warrior Marg, Mirzapur 712331"
VICT003851,CR003105,Harish Mohanty,Male,79,Driver,Serious,Neighbour,"22/400, Dugar Road, Mau-550622"
VICT003852,CR003106,Tanvi Jani,Female,55,Self Employed,Serious,Stranger,"13, Grover Road, Bidhannagar-184101"
VICT003853,CR003107,Mohammed Nadkarni,Male,56,Labourer,Serious,Neighbour,"H.No. 907, Bora Zila, Durg 383420"
VICT003854,CR003108,Radhika Seth,Female,40,Self Employed,Minor,Neighbour,"13, Sem Nagar, Pondicherry-729778"
VICT003855,CR003109,Shivani Ganguly,Other,31,Student,None,Family,"H.No. 98, Brar Nagar, Vadodara 088715"
VICT003856,CR003110,Oni Natt,Female,79,Student,None,Friend,"57/721, Mander Nagar, Purnia-637966"
VICT003857,CR003111,Dev Mukherjee,Male,57,Labourer,None,Unknown,"372, Sankaran Chowk, Mira-Bhayandar 989945"
VICT003858,CR003112,Devika Solanki,Female,59,Labourer,None,Colleague,"43, Garg Road, Tadepalligudem-927862"
VICT003859,CR003113,Karan Mistry,Male,63,Student,None,Stranger,"H.No. 95, Samra Circle, Madhyamgram-459021"
VICT003860,CR003113,Mitali Bumb,Female,16,Driver,Serious,Unknown,"H.No. 45, Korpal, Udupi 575188"
VICT003861,CR003114,Yahvi Seshadri,Female,16,Housewife,None,Neighbour,"997, Kale, Jaipur 652786"
VICT003862,CR003115,Widisha Lal,Other,4,Retired,Serious,Friend,"44/489, Vaidya Road, Thiruvananthapuram 152966"
VICT003863,CR003115,Atharv Chaudry,Other,20,Housewife,Minor,Stranger,"H.No. 51, Viswanathan Street, Sultan Pur Majra-290922"
VICT003864,CR003115,Laban Khanna,Male,18,Housewife,Minor,Unknown,"358, Dasgupta Zila, Chittoor-909889"
VICT003865,CR003116,Jalsa Ramesh,Female,90,Government Employee,None,Friend,"H.No. 36, Chand Zila, Bhilwara-180786"
VICT003866,CR003117,Aditya Venkatesh,Male,48,Driver,Minor,Colleague,"H.No. 552, Bhatt Chowk, Kochi 924071"
VICT003867,CR003118,Shravya Lad,Female,60,Farmer,None,Neighbour,"34/05, Patel Path, Haldia 991652"
VICT003868,CR003119,Priya Krishna,Female,3,Private Employee,Minor,Stranger,"H.No. 455, Chander Nagar, Jamshedpur-973627"
VICT003869,CR003120,Sanya Dugar,Female,68,Driver,None,Family,"120, Kohli Path, Nagpur-640549"
VICT003870,CR003121,Udant Sama,Male,82,Retired,None,Stranger,"705, Padmanabhan Marg, Kishanganj-537322"
VICT003871,CR003122,Wishi Ahluwalia,Other,48,Farmer,Serious,Colleague,"02, Sahni Marg, Rajahmundry-984209"
VICT003872,CR003123,Warjas Chaudhry,Male,42,Unemployed,Minor,Stranger,"22/68, Khalsa Road, Aurangabad-167009"
VICT003873,CR003124,Raksha Nayar,Female,83,Housewife,None,Unknown,"47/18, Tiwari, Tiruppur 347489"
VICT003874,CR003125,Siddharth Chakrabarti,Male,53,Student,Minor,Family,"23, Mangal, Purnia 481811"
VICT003875,CR003126,Maanav Doshi,Other,15,Labourer,Serious,Colleague,"H.No. 47, Borde Chowk, Vadodara 980598"
VICT003876,CR003127,Sarthak Kar,Male,53,Driver,Minor,Family,"H.No. 67, Savant Ganj, Pallavaram-205917"
VICT003877,CR003127,Chaitaly Halder,Female,46,Government Employee,None,Unknown,"H.No. 466, Mander Street, Ghaziabad-271787"
VICT003878,CR003127,Bhavika Oak,Female,70,Government Employee,Fatal,Stranger,"86/03, Konda Path, Amaravati 232674"
VICT003879,CR003128,Wahab Dora,Male,37,Driver,Minor,Stranger,"84/037, Sagar Path, Gandhinagar 561556"
VICT003880,CR003129,Andrew Biswas,Male,5,Labourer,Minor,Family,"24/24, Khanna Marg, Nadiad 316787"
VICT003881,CR003129,Bahadurjit Mukherjee,Male,44,Student,Minor,Friend,"19/90, Dora Zila, Morena 254712"
VICT003882,CR003130,Arin Raja,Male,79,Student,Fatal,Colleague,"08/25, Dube Circle, Shimoga 134410"
VICT003883,CR003131,Dakshesh Korpal,Male,26,Unemployed,Serious,Family,"18, Parmar Zila, Naihati-307560"
VICT003884,CR003132,Matthew Sangha,Other,38,Unemployed,Minor,Stranger,"23/70, Ben Chowk, Alwar 698885"
VICT003885,CR003133,Anvi Saini,Female,55,Government Employee,None,Friend,"60/581, Kota Road, Darbhanga 260562"
VICT003886,CR003134,Jagrati Taneja,Female,44,Student,Serious,Unknown,"H.No. 974, Tata Zila, Bhiwani 883841"
VICT003887,CR003135,Shivansh Mallick,Male,86,Student,None,Stranger,"70, Lalla Nagar, Durgapur 928393"
VICT003888,CR003136,Theodore Ravel,Other,55,Private Employee,Serious,Neighbour,"H.No. 700, Parikh Path, Hindupur 795295"
VICT003889,CR003136,Mugdha Goyal,Female,82,Driver,Minor,Neighbour,"338, Lal Marg, Morena 962081"
VICT003890,CR003137,Frederick Rattan,Male,47,Government Employee,Fatal,Unknown,"11/789, Bora Zila, Durgapur 314702"
VICT003891,CR003138,Abhimanyu Sharma,Male,19,Government Employee,Serious,Family,"26/810, Modi Ganj, Jalgaon-013103"
VICT003892,CR003139,Ridhi Bhavsar,Female,10,Student,Minor,Neighbour,"95, Sankar Circle, Uluberia-819649"
VICT003893,CR003139,Sarthak Wali,Male,47,Student,Minor,Colleague,"H.No. 023, Ramanathan Marg, Bongaigaon 566669"
VICT003894,CR003140,William Naik,Other,43,Self Employed,None,Friend,"755, Sharaf Zila, Bhalswa Jahangir Pur-935200"
VICT003895,CR003141,Chakrika De,Female,43,Business,None,Friend,"470, Majumdar Path, Singrauli-268684"
VICT003896,CR003142,Dayamai Barad,Female,73,Unemployed,Serious,Stranger,"30/836, Apte Zila, Allahabad-321415"
VICT003897,CR003143,Mohammed Dada,Male,19,Retired,Fatal,Stranger,"05/150, Mannan Circle, Vasai-Virar-350504"
VICT003898,CR003144,Girik Contractor,Male,17,Housewife,Minor,Family,"516, Suri, Saharsa-923927"
VICT003899,CR003145,Brinda Sodhi,Female,41,Farmer,None,Neighbour,"H.No. 08, Bhargava Ganj, Kumbakonam 592708"
VICT003900,CR003146,Ubika Raja,Female,56,Unemployed,Minor,Unknown,"33/278, Lall, Kottayam 758229"
VICT003901,CR003147,Shivani Nadkarni,Female,67,Labourer,Minor,Family,"707, Khatri Nagar, Firozabad-337182"
VICT003902,CR003148,Ranbir Balan,Male,25,Farmer,Minor,Neighbour,"H.No. 26, Narang, Amritsar-438983"
VICT003903,CR003149,Wridesh Sibal,Male,62,Driver,None,Unknown,"75, Boase Chowk, Saharanpur-727838"
VICT003904,CR003150,Vedika Handa,Other,5,Government Employee,None,Neighbour,"373, Verma Road, Hyderabad 147668"
VICT003905,CR003151,Krishna Patil,Other,7,Student,None,Friend,"48, Swamy Road, Gudivada 833253"
VICT003906,CR003152,Anusha Devan,Female,69,Business,Minor,Unknown,"07/311, Ray Street, Buxar 157305"
VICT003907,CR003153,Warda Sodhi,Other,28,Labourer,Minor,Friend,"83, Shukla Marg, Bhilai-924550"
VICT003908,CR003153,Nathan Saran,Other,65,Farmer,Minor,Neighbour,"676, Tella Zila, Darbhanga-547109"
VICT003909,CR003154,Isha Ramachandran,Female,14,Housewife,Minor,Family,"186, Buch Path, Madanapalle 737058"
VICT003910,CR003155,Girik Das,Male,57,Private Employee,None,Unknown,"82/89, Dixit Chowk, Mangalore-009702"
VICT003911,CR003156,Benjamin Mittal,Male,48,Farmer,Serious,Family,"85, Divan Zila, Bardhaman 323919"
VICT003912,CR003157,Mohammed Nayar,Male,39,Retired,Fatal,Unknown,"H.No. 428, Butala Chowk, Bhagalpur-222762"
VICT003913,CR003158,Nisha Raju,Other,68,Driver,None,Neighbour,"H.No. 027, Sibal Road, Guntur-523956"
VICT003914,CR003158,Bishakha Sharma,Female,41,Retired,None,Friend,"275, Divan Nagar, Ujjain-199178"
VICT003915,CR003158,Aarush Saini,Male,33,Labourer,Serious,Stranger,"54/458, Ranganathan Circle, Gurgaon 268641"
VICT003916,CR003159,Sanya Vohra,Female,77,Labourer,Minor,Family,"14/83, Choudhary Marg, Tiruchirappalli-972049"
VICT003917,CR003160,Mason Ben,Other,23,Student,None,Stranger,"H.No. 42, Puri Nagar, Burhanpur-299032"
VICT003918,CR003160,Tanvi Deo,Other,31,Unemployed,None,Colleague,"35/09, Nayar Chowk, Morbi-626138"
VICT003919,CR003161,Warda Krish,Female,7,Farmer,Serious,Stranger,"37/10, Bera Zila, Pallavaram-062071"
VICT003920,CR003162,Wazir Grover,Other,10,Retired,None,Stranger,"218, Borra Path, Firozabad 837835"
VICT003921,CR003163,Saksham Comar,Male,8,Retired,Minor,Colleague,"89/221, Khare Ganj, Deoghar-753957"
VICT003922,CR003164,Fitan Manda,Male,56,Farmer,Serious,Family,"981, Mani Path, Patna-627925"
VICT003923,CR003165,Indira Yadav,Female,64,Self Employed,None,Stranger,"362, Parekh, Akola-322314"
VICT003924,CR003165,Zinal Suresh,Other,85,Government Employee,Minor,Neighbour,"H.No. 737, Shankar Nagar, Machilipatnam 795003"
VICT003925,CR003166,Urishilla Sekhon,Other,70,Government Employee,Minor,Neighbour,"856, Baria, Mau-020971"
VICT003926,CR003167,Henry Parmar,Male,33,Self Employed,None,Friend,"39/85, Ghosh Path, Madanapalle-435290"
VICT003927,CR003168,Aarav Krish,Other,21,Driver,Minor,Friend,"15, Srinivas Ganj, Bikaner 724423"
VICT003928,CR003169,Indrajit Rajagopalan,Male,6,Labourer,Minor,Unknown,"915, Nayar Path, Sikar 559491"
VICT003929,CR003169,Jairaj Vala,Male,47,Labourer,Fatal,Friend,"59/62, Karnik, Karaikudi 165340"
VICT003930,CR003170,Yasti Bajaj,Female,27,Housewife,Minor,Unknown,"H.No. 284, Bajaj Zila, Aligarh 180471"
VICT003931,CR003171,Falguni Bhatnagar,Female,67,Government Employee,Minor,Colleague,"H.No. 05, Kaur Circle, Maheshtala-594155"
VICT003932,CR003172,Nathan Singh,Male,72,Private Employee,Minor,Friend,"38/149, Venkatesh Marg, New Delhi 896397"
VICT003933,CR003172,Ethan Acharya,Male,12,Retired,Minor,Neighbour,"61/14, Ganguly Street, Ulhasnagar-815905"
VICT003934,CR003173,Rajata Ramachandran,Female,55,Self Employed,Minor,Friend,"H.No. 78, Kaur Marg, Bhagalpur-061400"
VICT003935,CR003174,Yasti Rana,Female,64,Driver,Serious,Neighbour,"H.No. 99, Sawhney Path, Ahmednagar 969390"
VICT003936,CR003175,Ganga Varty,Female,26,Labourer,Minor,Colleague,"89/610, Acharya Circle, Gaya 114309"
VICT003937,CR003176,Sanaya Borra,Other,85,Business,Minor,Neighbour,"44/215, Chatterjee Zila, Ahmedabad 792650"
VICT003938,CR003177,Hredhaan Mani,Male,6,Unemployed,Minor,Neighbour,"38/99, Dixit Path, Bidar 887144"
VICT003939,CR003178,Azad Narang,Male,71,Business,Minor,Neighbour,"42/84, Bala Ganj, Kollam 718204"
VICT003940,CR003178,Champak Prakash,Male,28,Farmer,Serious,Neighbour,"378, Oza Nagar, Belgaum 067816"
VICT003941,CR003179,Libni Gole,Female,9,Labourer,None,Family,"37, Sahota, Shahjahanpur 890226"
VICT003942,CR003180,Jagrati Bajaj,Female,16,Farmer,None,Colleague,"H.No. 65, Pradhan Street, Bhagalpur 452441"
VICT003943,CR003180,Shaurya Saran,Other,81,Self Employed,Serious,Stranger,"H.No. 142, Suresh Marg, Vasai-Virar 400825"
VICT003944,CR003181,Veer Gulati,Other,57,Self Employed,Minor,Colleague,"H.No. 09, Mohan Road, Bhopal-888982"
VICT003945,CR003182,Jhalak Randhawa,Other,86,Farmer,Minor,Friend,"H.No. 37, Mani, Kollam 797024"
VICT003946,CR003183,Deepa Chaudhuri,Female,61,Self Employed,Minor,Friend,"H.No. 330, Dass Chowk, Bihar Sharif-222592"
VICT003947,CR003184,Lakshmi Sem,Other,1,Business,Serious,Unknown,"165, Mahal Zila, Jamalpur-409478"
VICT003948,CR003185,Ekta Das,Female,88,Self Employed,Serious,Stranger,"41/955, Jaggi Marg, Imphal-749150"
VICT003949,CR003186,Advik Swamy,Male,78,Business,Serious,Neighbour,"89, Rama Chowk, Farrukhabad 270952"
VICT003950,CR003187,Dev Butala,Male,13,Government Employee,None,Family,"33, Nigam Road, Bangalore-462509"
VICT003951,CR003188,Kamya Khare,Female,12,Government Employee,Minor,Family,"H.No. 373, Krish Path, Tiruchirappalli-073126"
VICT003952,CR003189,Isha Zachariah,Other,3,Labourer,Fatal,Colleague,"H.No. 273, Grover Road, Maheshtala-751806"
VICT003953,CR003190,Saksham Baria,Male,72,Retired,Serious,Friend,"44, Padmanabhan Path, Guntur 614025"
VICT003954,CR003191,Nathan Zacharia,Male,51,Student,Serious,Stranger,"H.No. 835, Oak Street, Ulhasnagar-363482"
VICT003955,CR003192,Siddharth Jani,Male,74,Driver,None,Neighbour,"H.No. 89, Raja Road, Raichur 312679"
VICT003956,CR003193,Yauvani Misra,Female,75,Farmer,Minor,Colleague,"06/10, Rattan Ganj, Aligarh 437144"
VICT003957,CR003194,Qadim Sampath,Male,89,Private Employee,None,Unknown,"26/87, Balasubramanian Chowk, Asansol-384440"
VICT003958,CR003194,Jackson Suri,Male,46,Business,Minor,Unknown,"543, Sekhon Circle, Erode-755988"
VICT003959,CR003195,Wyatt Khatri,Male,24,Private Employee,Minor,Colleague,"391, Kadakia Road, Ambarnath 671090"
VICT003960,CR003196,Elijah Bal,Male,54,Retired,Minor,Stranger,"92, Vyas Circle, Sultan Pur Majra 484309"
VICT003961,CR003197,Darpan Jain,Male,65,Business,Minor,Friend,"36/252, Dey Street, Anand-142031"
VICT003962,CR003198,Diya Sem,Female,19,Business,None,Neighbour,"630, Goel, Jorhat 071227"
VICT003963,CR003198,Balendra Panchal,Male,77,Labourer,None,Unknown,"56, Gaba Road, Mirzapur 014351"
VICT003964,CR003199,Tristan Golla,Male,6,Retired,Fatal,Colleague,"30/49, Nazareth Street, Kalyan-Dombivli-514137"
VICT003965,CR003200,Ekansh Anand,Male,73,Private Employee,Serious,Stranger,"H.No. 15, Nagy Chowk, Ongole 164491"
VICT003966,CR003201,Amrita Anand,Female,7,Self Employed,Minor,Stranger,"99/41, Nori Path, Mau 457752"
VICT003967,CR003202,Sanaya Vig,Other,15,Housewife,None,Family,"H.No. 146, Choudhary Marg, Jammu-230249"
VICT003968,CR003203,Naksh Nadkarni,Male,73,Student,Minor,Family,"H.No. 782, Radhakrishnan Ganj, Motihari 375317"
VICT003969,CR003204,Ojas Dave,Male,26,Driver,Fatal,Colleague,"H.No. 864, Sood Marg, Aizawl 364887"
VICT003970,CR003205,Abha Bora,Female,77,Labourer,None,Stranger,"51, Maharaj, Ratlam 501714"
VICT003971,CR003206,Charita Nigam,Female,22,Unemployed,Minor,Family,"08/513, Dara Street, Agartala 957142"
VICT003972,CR003207,Ekapad Chada,Other,79,Retired,None,Neighbour,"21, Karpe Nagar, Fatehpur-423987"
VICT003973,CR003208,Tanmayi Sunder,Female,11,Retired,Minor,Stranger,"24, Bhat Nagar, Loni-133415"
VICT003974,CR003209,Chandani Sachdeva,Female,81,Driver,None,Neighbour,"381, Sankaran Path, Bangalore 256369"
VICT003975,CR003210,Sara Bassi,Female,88,Government Employee,Minor,Colleague,"54/17, Tripathi Ganj, Kulti-707815"
VICT003976,CR003211,Jacob Sridhar,Other,58,Government Employee,None,Unknown,"H.No. 668, Vyas Street, North Dumdum 320654"
VICT003977,CR003212,George Grover,Other,55,Government Employee,None,Friend,"13/780, Hayer Street, Panchkula 970951"
VICT003978,CR003213,Urmi Baria,Female,90,Retired,Serious,Stranger,"H.No. 501, Chad Street, Mango 459718"
VICT003979,CR003214,Bishakha Dey,Female,86,Unemployed,Minor,Stranger,"H.No. 32, Dugal Zila, Mangalore 623868"
VICT003980,CR003215,Ekani Rao,Female,80,Unemployed,Minor,Unknown,"840, Hayre, Tadipatri-645330"
VICT003981,CR003216,Azad Anand,Other,44,Government Employee,Minor,Stranger,"38/272, Handa, Kulti 889889"
VICT003982,CR003217,Jeevika Thakkar,Female,77,Business,Serious,Neighbour,"65, Varty Marg, Ozhukarai 488074"
VICT003983,CR003217,Upma Sani,Female,80,Labourer,Minor,Unknown,"38/545, Walla Chowk, Lucknow-339325"
VICT003984,CR003218,Fiyaz Sehgal,Other,23,Unemployed,Minor,Unknown,"H.No. 103, Basak, Srinagar 477302"
VICT003985,CR003219,Chaitaly Krishna,Female,6,Student,Minor,Family,"61/599, Dhingra Nagar, Guntakal 219678"
VICT003986,CR003220,Balendra Zacharia,Male,2,Government Employee,None,Friend,"H.No. 038, Tella Street, Nagercoil 108413"
VICT003987,CR003221,Maanas Ratta,Male,75,Government Employee,Minor,Family,"H.No. 046, Sridhar Zila, Kozhikode 295999"
VICT003988,CR003222,Dhruv Badami,Male,12,Self Employed,Minor,Family,"27/82, Dhaliwal Circle, Kharagpur-457555"
VICT003989,CR003223,Nidra Chaudhary,Female,64,Government Employee,Serious,Unknown,"H.No. 55, Naik Road, Panvel 533108"
VICT003990,CR003224,Anita Chada,Female,14,Self Employed,None,Friend,"H.No. 85, Date Circle, Hospet 367791"
VICT003991,CR003224,Eesha Lata,Female,47,Business,None,Colleague,"95/87, Amble, Baranagar-833064"
VICT003992,CR003225,Hemal Jain,Other,44,Housewife,Minor,Friend,"12/106, Sathe Chowk, Tirunelveli-978430"
VICT003993,CR003226,Rajata Natt,Female,18,Business,Minor,Stranger,"591, Solanki Street, Thrissur 683435"
VICT003994,CR003227,Gautam Deo,Other,64,Retired,None,Unknown,"80/91, Mahajan Road, Mathura 170589"
VICT003995,CR003227,Anamika Sathe,Female,28,Private Employee,Minor,Family,"H.No. 669, Pillai Marg, Aurangabad 414994"
VICT003996,CR003228,Veda Deshpande,Female,12,Farmer,Serious,Family,"H.No. 087, Radhakrishnan Road, Gwalior-073765"
VICT003997,CR003229,Adya Deo,Female,82,Labourer,None,Friend,"97/444, Ramanathan Path, Nagercoil 910561"
VICT003998,CR003230,Xiti Golla,Female,72,Self Employed,Minor,Family,"99/015, Samra Marg, Loni 568045"
VICT003999,CR003231,Samar Borah,Male,5,Student,None,Colleague,"H.No. 56, Koshy, Baranagar-470226"
VICT004000,CR003232,Aadi Jayaraman,Other,43,Retired,None,Neighbour,"45/59, Saxena Chowk, Burhanpur-572754"
VICT004001,CR003232,Avni Murthy,Other,86,Government Employee,Minor,Friend,"401, Dara Zila, Madurai-492070"
VICT004002,CR003233,Manan Rai,Male,48,Student,Minor,Stranger,"54/276, Tella Marg, Nagpur 543121"
VICT004003,CR003234,Pushti Tripathi,Female,79,Self Employed,Serious,Stranger,"H.No. 92, Pathak Circle, Aizawl 821037"
VICT004004,CR003235,Bachittar Buch,Male,24,Private Employee,Minor,Neighbour,"52/792, Jhaveri Ganj, Phagwara-698557"
VICT004005,CR003235,Nathan Saha,Male,34,Unemployed,Minor,Stranger,"H.No. 148, Mitra, Kozhikode-396153"
VICT004006,CR003235,Adya Kaul,Female,38,Housewife,Serious,Friend,"95/054, Agrawal Circle, Firozabad 645116"
