complainant_id,case_id,complainant_name,gender,age,occupation,religion,caste,mobile_number,address
CMP001717,CR001717,Urmi Bobal,Female,19,Business,Christian,General,2665454611,"28, Gola Marg, Satna 183001"
CMP001718,CR001718,Madhavi Verma,Female,23,Private Employee,Hindu,General,4306883762,"H.No. 592, Kala Street, Sikar-885189"
CMP001719,CR001719,Chaitaly Bajaj,Female,56,Retired,Jain,OBC,2723682714,"51/567, Sodhi Circle, Surendranagar Dudhrej-378776"
CMP001720,CR001720,Tamanna Purohit,Female,56,Business,Jain,SC,2778122732,"190, Dube Circle, Tadipatri-548840"
CMP001721,CR001721,Lajita Master,Female,68,Government Employee,Christian,General,1644387274,"62, Iyengar Nagar, Buxar-240337"
CMP001722,CR001722,Alka Manda,Female,65,Homemaker,Christian,General,2092729741,"H.No. 296, Sachdeva Road, Nangloi Jat-849731"
CMP001723,CR001723,Isaac Murty,Male,21,Farmer,Sikh,General,3773293802,"H.No. 992, Naidu Circle, Hospet 877864"
CMP001724,CR001724,Faras Biswas,Male,54,Government Employee,Sikh,OBC,3569193225,"H.No. 87, Mani Street, Kirari Suleman Nagar-074512"
CMP001725,CR001725,Vanya Madan,Female,74,Driver,Hindu,General,9685554423,"H.No. 032, Sengupta Road, Vadodara 788752"
CMP001726,CR001726,Chanakya Sahota,Male,65,Driver,Hindu,OBC,0582727553,"159, Dutta Nagar, Surendranagar Dudhrej 840311"
CMP001727,CR001727,Charan Agate,Male,56,Driver,Hindu,OBC,0064831124,"H.No. 698, Vala Road, Nizamabad-411082"
CMP001728,CR001728,Yashawini Atwal,Female,52,Private Employee,Hindu,General,3690117919,"H.No. 66, Prabhu Ganj, Etawah 109280"
CMP001729,CR001729,Saanvi Dugal,Female,36,Retired,Muslim,ST,9643611743,"366, Kuruvilla Street, Gwalior-583806"
CMP001730,CR001730,Frado Dani,Male,36,Student,Muslim,SC,3830053540,"68, Bajwa Road, Rajpur Sonarpur 412802"
CMP001731,CR001731,Ishani Pingle,Female,60,Retired,Christian,ST,3783754013,"H.No. 64, Rege Marg, Secunderabad 197918"
CMP001732,CR001732,Balhaar Dutt,Male,37,Driver,Hindu,SC,9996799207,"23/411, Narayanan Zila, Chinsurah 702423"
CMP001733,CR001733,Nirja Khatri,Female,64,Retired,Muslim,SC,2365000683,"246, Thaker Marg, Panchkula 178110"
CMP001734,CR001734,Lohit Kumar,Male,75,Government Employee,Christian,SC,4241257131,"14/82, Gade Path, Bathinda-247420"
CMP001735,CR001735,Upasna Toor,Female,67,Business,Muslim,ST,1889090562,"H.No. 035, Chhabra Path, Serampore 411839"
CMP001736,CR001736,Ikshita Kulkarni,Female,19,Business,Sikh,General,3632984620,"H.No. 39, Prashad Road, Ulhasnagar 531155"
CMP001737,CR001737,Jackson Atwal,Male,45,Business,Sikh,General,4173421943,"039, Bhat Path, Amroha 159237"
CMP001738,CR001738,Advika Mane,Female,44,Labourer,Muslim,SC,4088900156,"H.No. 35, Ramanathan Marg, Ahmednagar-780418"
CMP001739,CR001739,Qasim Goswami,Male,46,Government Employee,Hindu,ST,3594190658,"H.No. 279, Dhingra Path, Burhanpur 548431"
CMP001740,CR001740,Meera Dewan,Female,42,Government Employee,Jain,ST,4433955864,"H.No. 77, Sood Nagar, Nagpur 753976"
CMP001741,CR001741,Shravya Krishnamurthy,Female,70,Homemaker,Sikh,General,3655380586,"87, Madan Marg, Tinsukia 255738"
CMP001742,CR001742,Triya Mane,Female,53,Government Employee,Sikh,General,5949987550,"79/896, Comar Path, Allahabad 332649"
CMP001743,CR001743,Lipika Vyas,Female,25,Government Employee,Muslim,SC,0759162761,"H.No. 83, Tella Ganj, Mumbai 131551"
CMP001744,CR001744,Dayita Gulati,Female,58,Labourer,Hindu,OBC,1470027790,"83/65, Ganguly Marg, Jamalpur-081645"
CMP001745,CR001745,Kashvi Cheema,Female,61,Student,Christian,ST,1526193987,"H.No. 401, Dara Circle, Adoni 005650"
CMP001746,CR001746,Chasmum Oommen,Female,57,Private Employee,Hindu,OBC,4784793397,"90/74, Raju Marg, Solapur 945685"
CMP001747,CR001747,Utkarsh Sathe,Male,38,Private Employee,Jain,General,4449748126,"H.No. 24, Hayer Zila, Jalna-639753"
CMP001748,CR001748,Champak Sen,Male,23,Government Employee,Muslim,SC,8248964782,"H.No. 399, Taneja Marg, Bharatpur 233431"
CMP001749,CR001749,Ridhi Acharya,Female,36,Self Employed,Sikh,SC,8989600157,"41, Bora Nagar, Amravati 823103"
CMP001750,CR001750,Oeshi Gola,Female,21,Driver,Sikh,ST,8595452530,"42/99, Sastry Ganj, Katni 313999"
CMP001751,CR001751,Azad Shetty,Male,56,Driver,Sikh,General,4546435689,"92/744, Buch Road, Kadapa 952520"
CMP001752,CR001752,Daksh Saran,Male,43,Retired,Sikh,ST,1027730472,"H.No. 951, Sachdev Circle, Ramgarh-802684"
CMP001753,CR001753,Ojasvi Mishra,Female,52,Private Employee,Muslim,OBC,9744969061,"260, Dave Marg, Bhilwara 449013"
CMP001754,CR001754,Udyati Kumar,Female,55,Retired,Jain,SC,0622364700,"H.No. 701, Dugar Chowk, Proddatur 509383"
CMP001755,CR001755,Advika Mandal,Female,58,Driver,Muslim,OBC,3453101492,"98/71, Sami Street, Guwahati-666774"
CMP001756,CR001756,Nathaniel Puri,Male,59,Self Employed,Sikh,General,2959449227,"H.No. 05, Prabhu Ganj, Bhilai 461444"
CMP001757,CR001757,Rayaan Lal,Male,40,Business,Muslim,OBC,2224517805,"777, Sunder Ganj, Kollam 414972"
CMP001758,CR001758,Qushi Ramesh,Female,65,Government Employee,Sikh,General,2940129025,"H.No. 766, Dixit Path, Hindupur-043775"
CMP001759,CR001759,Gaurav Varughese,Male,25,Driver,Jain,General,4535736684,"60/00, Merchant Chowk, Kakinada 006735"
CMP001760,CR001760,Zayan Dhawan,Male,75,Farmer,Sikh,SC,4225940812,"98/42, Dora Zila, Darbhanga-285539"
CMP001761,CR001761,Neha Dasgupta,Female,57,Student,Muslim,OBC,1412700388,"39/871, Gopal Path, Suryapet 184838"
CMP001762,CR001762,Yamini Badal,Female,23,Retired,Jain,General,1577231138,"H.No. 66, Apte Circle, Panvel 434746"
CMP001763,CR001763,Teerth Sawhney,Male,60,Homemaker,Christian,SC,2256517434,"H.No. 02, Modi Road, Tiruvottiyur 767592"
CMP001764,CR001764,Amrita Bhandari,Female,73,Labourer,Christian,OBC,1816910972,"25/544, Mammen Ganj, Noida 531095"
CMP001765,CR001765,Dhriti Rana,Female,47,Farmer,Hindu,ST,7875295062,"04, Barad Nagar, Mathura-164984"
CMP001766,CR001766,Kamya Amble,Female,24,Labourer,Sikh,General,3211427439,"46/869, Talwar Circle, Thiruvananthapuram 963917"
CMP001767,CR001767,Ryan Nazareth,Male,52,Farmer,Sikh,SC,7892423906,"H.No. 247, Ramesh Road, Chandrapur-485549"
CMP001768,CR001768,Timothy Vala,Male,20,Government Employee,Hindu,ST,1947598870,"H.No. 415, Bedi Zila, Nagaon 117244"
CMP001769,CR001769,Zaid Brar,Male,18,Private Employee,Muslim,General,9299667591,"H.No. 997, Gade Zila, Kozhikode 434206"
CMP001770,CR001770,Imaran Saxena,Male,44,Business,Christian,ST,1861684308,"696, Dora Road, Mirzapur-309663"
CMP001771,CR001771,Chaaya Narula,Female,24,Driver,Hindu,OBC,2814787760,"815, D’Alia Ganj, Bahraich-994321"
CMP001772,CR001772,Yamini Mukhopadhyay,Female,65,Retired,Hindu,ST,3947859066,"94/80, Rana Nagar, Raebareli-536501"
CMP001773,CR001773,Sathvik Agrawal,Male,38,Business,Jain,OBC,5698461085,"26/17, Bahri Road, Buxar 764017"
CMP001774,CR001774,Zinal Modi,Female,37,Business,Christian,General,7126955063,"H.No. 640, Sandhu Street, Lucknow 084868"
CMP001775,CR001775,Jackson Gola,Male,49,Self Employed,Sikh,General,4027195491,"H.No. 550, Sahni Path, Bhusawal-786049"
CMP001776,CR001776,Yauvani Handa,Female,39,Self Employed,Christian,General,2566020837,"76/171, Bumb Road, Dhanbad-187384"
CMP001777,CR001777,Yuvraj Tailor,Male,69,Driver,Jain,SC,9360207498,"759, Bhavsar Nagar, Bhatpara 949903"
CMP001778,CR001778,Damini Narain,Female,19,Homemaker,Hindu,ST,3007572624,"88, Dewan, Rajahmundry-137130"
CMP001779,CR001779,Jai Anand,Male,67,Homemaker,Muslim,OBC,0868759897,"H.No. 04, Saini Road, Bhopal-461821"
CMP001780,CR001780,Vincent Varughese,Male,55,Self Employed,Hindu,ST,8638193941,"23/309, Bhatnagar Path, Kharagpur-895971"
CMP001781,CR001781,Indali Salvi,Female,43,Self Employed,Muslim,ST,8415416744,"53, Mangal, Moradabad-163135"
CMP001782,CR001782,Yashvi Ganguly,Female,24,Private Employee,Sikh,General,7949193848,"24/09, Wable Path, Mango 641086"
CMP001783,CR001783,Zehaan Sarma,Male,59,Government Employee,Hindu,ST,8975512830,"H.No. 62, Dayal Marg, Indore-370462"
CMP001784,CR001784,Xavier Bali,Male,49,Homemaker,Sikh,SC,0386385862,"55, Sodhi Nagar, Satara 719147"
CMP001785,CR001785,Vedant Murty,Male,63,Retired,Christian,General,2913484702,"H.No. 87, Kapur Road, Guntakal-403910"
CMP001786,CR001786,Joshua Bansal,Male,58,Labourer,Christian,ST,9434073612,"H.No. 71, Parmer Path, Guntakal 179043"
CMP001787,CR001787,Raksha Mitter,Female,69,Private Employee,Hindu,ST,3384065872,"H.No. 88, Rajan Road, Ajmer-257436"
CMP001788,CR001788,Patrick Kalla,Male,21,Retired,Hindu,OBC,3510605596,"H.No. 771, Lata Road, Amravati 419089"
CMP001789,CR001789,Chatresh Vaidya,Male,72,Farmer,Jain,OBC,7668239064,"76/85, Upadhyay Path, Rajpur Sonarpur-504215"
CMP001790,CR001790,Jagvi Taneja,Female,66,Driver,Sikh,SC,7058596299,"44, Chaudhry Street, Nagercoil-150031"
CMP001791,CR001791,Ranveer Gola,Male,36,Private Employee,Jain,OBC,8417258643,"58, Tailor, Kurnool 017193"
CMP001792,CR001792,Indira Bajaj,Female,54,Farmer,Jain,SC,9046664646,"128, Lala Nagar, Phusro-001408"
CMP001793,CR001793,Mahika Seshadri,Female,42,Student,Jain,General,3094057787,"H.No. 984, Krishnan, Kanpur-227455"
CMP001794,CR001794,Sarthak Keer,Male,61,Self Employed,Sikh,OBC,7722849163,"27/563, Dyal Nagar, Shivpuri 590955"
CMP001795,CR001795,Teerth Ram,Male,60,Student,Muslim,OBC,3720028450,"13/38, Nigam Street, Kanpur 198450"
CMP001796,CR001796,Divya Bansal,Female,69,Labourer,Hindu,OBC,8790688789,"38, Krishnan Road, Dhanbad 801218"
CMP001797,CR001797,Aashi Mukherjee,Female,39,Retired,Christian,General,8934931415,"H.No. 432, Chahal Chowk, Jhansi-414792"
CMP001798,CR001798,Chakradev Sheth,Male,71,Self Employed,Christian,General,8960538702,"519, Patel, Gaya-588318"
CMP001799,CR001799,Utkarsh Golla,Male,56,Private Employee,Sikh,OBC,6846804951,"788, Kala Zila, Shivpuri-352102"
CMP001800,CR001800,Avni Rajan,Female,25,Retired,Muslim,SC,2345269105,"84, Lal Nagar, Bihar Sharif 494023"
CMP001801,CR001801,Nidra Dara,Female,67,Government Employee,Jain,ST,8520084470,"H.No. 625, Kulkarni Path, Varanasi-134144"
CMP001802,CR001802,Viraj Hayre,Male,42,Driver,Muslim,ST,6394257049,"H.No. 370, Palan Ganj, Thiruvananthapuram 966141"
CMP001803,CR001803,Charan Bose,Male,72,Business,Sikh,SC,9353304586,"H.No. 534, Badami Path, Guntakal 624732"
CMP001804,CR001804,Prisha Minhas,Female,43,Labourer,Hindu,OBC,3782137406,"H.No. 15, Choudhury Marg, Serampore 688967"
CMP001805,CR001805,Raagini Kata,Female,45,Self Employed,Muslim,General,8800335199,"314, Kashyap Nagar, Burhanpur 596872"
CMP001806,CR001806,Robert Dash,Male,42,Self Employed,Hindu,SC,2375810906,"84/08, Arora Street, Phagwara 291573"
CMP001807,CR001807,Naksh Rastogi,Male,43,Business,Muslim,ST,8497027596,"667, Gill Ganj, Mango-377507"
CMP001808,CR001808,Anvi Sandhu,Female,36,Farmer,Christian,OBC,3231784150,"239, Kant, Panvel 111258"
CMP001809,CR001809,Garima Doctor,Female,36,Homemaker,Jain,ST,6826372130,"H.No. 527, Thakur Nagar, Ambala 206689"
CMP001810,CR001810,Nimrat Mandal,Female,69,Government Employee,Muslim,ST,5551305662,"H.No. 98, Hans Road, Kharagpur-732562"
CMP001811,CR001811,Balveer Bahri,Male,21,Driver,Jain,ST,0513312979,"70, Sankar Zila, Nandyal-859004"
CMP001812,CR001812,Pushti Ratta,Female,18,Student,Sikh,SC,7068935690,"30, Brahmbhatt Street, Bhilai-658380"
CMP001813,CR001813,Wazir Srivastava,Male,31,Driver,Hindu,SC,2380534291,"825, Bali, Danapur 775087"
CMP001814,CR001814,Bishakha Uppal,Female,20,Homemaker,Hindu,OBC,4526036168,"72, Gokhale Zila, Mango 095334"
CMP001815,CR001815,Falak Sengupta,Female,21,Student,Jain,General,5544395109,"97/30, Chaudry Street, Gudivada-063373"
CMP001816,CR001816,Caleb Bhatti,Male,44,Self Employed,Christian,ST,9654538503,"14/63, Sheth Zila, Nagaon-353923"
CMP001817,CR001817,Nirja Borah,Female,64,Student,Christian,SC,9207900568,"41, Sule Path, Udaipur 503340"
CMP001818,CR001818,Isha Borah,Female,67,Farmer,Hindu,General,4050724929,"19/27, Kade Path, Ramagundam 063572"
CMP001819,CR001819,Inaya Ravi,Female,20,Student,Jain,ST,1608176785,"524, Varty Street, Ambattur-227359"
CMP001820,CR001820,Bhavya Chandra,Female,52,Driver,Jain,General,7882693229,"06/558, Deshpande Chowk, Katihar-356041"
CMP001821,CR001821,Noah Nagarajan,Male,43,Self Employed,Sikh,General,1019231469,"27, Mittal Chowk, Thiruvananthapuram 105638"
CMP001822,CR001822,Arunima Karan,Female,31,Driver,Jain,General,9806368026,"55/03, Purohit Nagar, Panvel 011981"
CMP001823,CR001823,Megha Dada,Female,42,Labourer,Muslim,General,3774876660,"75, Sachdev Circle, Pallavaram 829553"
CMP001824,CR001824,Bina Dada,Female,67,Farmer,Sikh,General,9188320248,"882, Pant Chowk, Bangalore 275840"
CMP001825,CR001825,Chameli Dhaliwal,Female,32,Private Employee,Hindu,ST,3364539384,"H.No. 663, Hans Street, Munger 614930"
CMP001826,CR001826,Chandran Raja,Male,75,Farmer,Sikh,ST,3593562618,"759, Kant Path, Tadepalligudem 769880"
CMP001827,CR001827,Ishita Iyengar,Female,73,Labourer,Jain,OBC,0126829201,"17, Comar Marg, Bidar-497753"
CMP001828,CR001828,Pranit Garde,Male,55,Retired,Jain,SC,0686279792,"153, Gulati Chowk, Bathinda 501710"
CMP001829,CR001829,Anya Tailor,Female,59,Private Employee,Muslim,ST,7756226934,"H.No. 02, Kara Marg, Nagaon 642130"
CMP001830,CR001830,Adya Tak,Female,70,Self Employed,Muslim,OBC,0031553054,"H.No. 812, Dhar Road, Rewa 641101"
CMP001831,CR001831,Advik Dhaliwal,Male,42,Driver,Sikh,SC,2440585342,"H.No. 583, Kulkarni Street, Phagwara-912165"
CMP001832,CR001832,Qabil Lal,Male,73,Student,Christian,General,1992010766,"H.No. 71, Taneja Nagar, Korba 790247"
CMP001833,CR001833,Rohan Choudhry,Male,50,Self Employed,Hindu,SC,7927685736,"84/481, Ganesan, Kochi-276000"
CMP001834,CR001834,Rehaan Lanka,Male,74,Student,Muslim,General,6109856936,"754, Butala, Chandigarh-405575"
CMP001835,CR001835,Ucchal Prasad,Female,57,Driver,Sikh,ST,8302465739,"H.No. 083, D’Alia Circle, Gopalpur-469119"
CMP001836,CR001836,Baghyawati Wason,Female,50,Student,Muslim,OBC,7616593316,"46/181, Sibal Circle, Ambala 920341"
CMP001837,CR001837,Kai Sharma,Male,18,Labourer,Christian,OBC,3005925429,"H.No. 911, Sen Ganj, Morbi 987556"
CMP001838,CR001838,Balveer Pandit,Male,63,Farmer,Sikh,OBC,7205612701,"14/65, Solanki Zila, Katihar-839540"
CMP001839,CR001839,Yug Rajagopalan,Male,32,Driver,Christian,ST,9193173943,"H.No. 789, Varkey Chowk, Thiruvananthapuram 481951"
CMP001840,CR001840,Yahvi Virk,Female,24,Homemaker,Jain,SC,0784542981,"78/761, Kale Path, Burhanpur 478166"
CMP001841,CR001841,Hema Minhas,Female,53,Self Employed,Muslim,OBC,4422862796,"H.No. 100, Choudhry, Bhiwandi 784446"
CMP001842,CR001842,Fariq Kashyap,Male,57,Business,Muslim,OBC,6885958758,"66/88, Chokshi Zila, Dehradun-141188"
CMP001843,CR001843,Devika Shan,Female,56,Labourer,Jain,ST,1102492682,"H.No. 81, Varughese Ganj, Panipat 024527"
CMP001844,CR001844,Qarin Chauhan,Male,26,Farmer,Muslim,ST,7591993100,"54/95, Padmanabhan Street, Proddatur-490932"
CMP001845,CR001845,Bakhshi Kale,Male,19,Homemaker,Jain,OBC,4434392327,"60/42, Hari Nagar, Rajkot-380880"
CMP001846,CR001846,Ekantika Roy,Female,29,Business,Sikh,General,0000457805,"13/695, Panchal Zila, Pondicherry-941593"
CMP001847,CR001847,Balendra Arya,Male,52,Self Employed,Christian,SC,2648541806,"H.No. 85, Tripathi Road, North Dumdum 590270"
CMP001848,CR001848,Xavier Agrawal,Male,59,Labourer,Muslim,General,2672781033,"H.No. 40, Kothari Ganj, Sri Ganganagar-598403"
CMP001849,CR001849,Vasatika Pradhan,Female,37,Self Employed,Hindu,OBC,3392402626,"H.No. 919, Viswanathan Circle, Kharagpur-620439"
CMP001850,CR001850,Karan Magar,Male,31,Self Employed,Sikh,SC,8632475956,"H.No. 42, Hayre Road, Panipat 926735"
CMP001851,CR001851,Abhimanyu Malhotra,Male,25,Labourer,Hindu,ST,0879515196,"H.No. 213, Sahota Ganj, Bhubaneswar 293019"
CMP001852,CR001852,Victor Deshpande,Male,50,Private Employee,Sikh,General,6392036901,"H.No. 924, Chakrabarti Street, Tirunelveli-991278"
CMP001853,CR001853,Vinaya Nagy,Female,70,Self Employed,Hindu,SC,8742977323,"28/24, Rana Path, Bhopal-775531"
CMP001854,CR001854,Chandani Gour,Female,26,Private Employee,Muslim,SC,2256555894,"46/838, Chand, Ambattur-305488"
CMP001855,CR001855,Lucky Mangal,Male,54,Government Employee,Sikh,SC,1210878183,"10/90, Iyer Chowk, Imphal-459245"
CMP001856,CR001856,Oscar Aggarwal,Male,25,Private Employee,Hindu,ST,3345949264,"H.No. 79, Sandal Zila, Ichalkaranji-166195"
CMP001857,CR001857,Ranbir Bir,Male,54,Farmer,Muslim,General,8454646552,"03/35, Srivastava Chowk, Gwalior-419670"
CMP001858,CR001858,Parth Mand,Male,70,Business,Sikh,OBC,5609633806,"H.No. 965, Pal Ganj, Unnao 068596"
CMP001859,CR001859,Zansi Murthy,Female,33,Private Employee,Sikh,SC,4124347804,"80/718, Panchal Circle, Pallavaram-805380"
CMP001860,CR001860,Wakeeta Hegde,Female,29,Self Employed,Sikh,SC,4332955612,"H.No. 125, Kade, Ballia-525842"
CMP001861,CR001861,Bakhshi Ganesan,Male,72,Homemaker,Jain,ST,0251955166,"H.No. 859, Munshi Zila, Bhusawal 612534"
CMP001862,CR001862,Laban Dewan,Male,38,Self Employed,Sikh,ST,0395492413,"018, Sidhu Circle, Berhampore-509349"
CMP001863,CR001863,Ekantika Lal,Female,43,Farmer,Jain,General,7412124224,"44, Batra Circle, Chapra-442197"
CMP001864,CR001864,Kavya Zacharia,Female,39,Labourer,Christian,ST,5752881526,"H.No. 516, Ghose Road, Ozhukarai 169949"
CMP001865,CR001865,Veer Kota,Male,60,Driver,Hindu,ST,6010672503,"H.No. 64, Dara Path, Kozhikode-804777"
CMP001866,CR001866,Amara Anne,Female,50,Student,Muslim,SC,3745198709,"H.No. 39, Shetty, Kadapa-104592"
CMP001867,CR001867,Girindra Dubey,Male,42,Government Employee,Hindu,General,0627743355,"101, Ratta, Chittoor 369433"
CMP001868,CR001868,Yamini Sampath,Female,38,Farmer,Jain,OBC,8836544086,"H.No. 53, Date, Latur-400216"
CMP001869,CR001869,Osha Kaul,Female,26,Business,Hindu,OBC,7081542618,"23/816, Shroff Road, Proddatur 968312"
CMP001870,CR001870,Vedant Warrior,Male,68,Labourer,Muslim,ST,1419663052,"H.No. 36, Dixit Zila, Navi Mumbai-317773"
CMP001871,CR001871,Warda Soni,Female,35,Private Employee,Christian,OBC,4449481465,"69, Sabharwal Zila, Munger-964078"
CMP001872,CR001872,Vasatika Lall,Female,19,Homemaker,Jain,OBC,6009627696,"776, Vora Nagar, Bhubaneswar-052079"
CMP001873,CR001873,Harita Setty,Female,59,Retired,Muslim,General,8100217927,"05/61, Lad Circle, Rajkot 268510"
CMP001874,CR001874,Saksham Shenoy,Male,42,Homemaker,Sikh,OBC,2318734128,"69/478, Ahuja Circle, Ambattur 772227"
CMP001875,CR001875,Abdul Pandya,Male,73,Labourer,Muslim,General,9334720991,"H.No. 516, Ahuja Chowk, Munger 045113"
CMP001876,CR001876,Advika Gulati,Female,70,Business,Muslim,OBC,9592289071,"16/848, Wali Path, Rajahmundry 577892"
CMP001877,CR001877,Jhalak Sampath,Female,22,Driver,Christian,General,2406858057,"64/24, Prasad, Kanpur-655129"
CMP001878,CR001878,Samar Lanka,Male,60,Private Employee,Jain,OBC,1553970414,"81/759, Suri Nagar, Pune-722676"
CMP001879,CR001879,Ikshita Sood,Female,52,Self Employed,Sikh,SC,8986835434,"637, Reddy Chowk, Raichur-751748"
CMP001880,CR001880,Megha Dugar,Female,55,Driver,Christian,General,7933805021,"89/669, Chaudry, Agra-305315"
CMP001881,CR001881,Tara Reddy,Female,66,Driver,Hindu,General,5632918134,"H.No. 405, Venkataraman Street, Panihati 356757"
CMP001882,CR001882,Varenya Kata,Female,46,Private Employee,Christian,SC,0162126903,"926, Bath Nagar, Anantapur-314005"
CMP001883,CR001883,Ekaja Soman,Female,50,Student,Muslim,OBC,0514900009,"321, Anand Chowk, Hyderabad 746290"
CMP001884,CR001884,Bhavini Nayar,Female,31,Driver,Hindu,SC,3684687609,"052, Atwal, Jhansi-902190"
CMP001885,CR001885,Krishna Saraf,Male,71,Self Employed,Muslim,SC,3026981578,"25/806, Kohli Zila, Dibrugarh-362772"
CMP001886,CR001886,Warjas Wali,Male,18,Self Employed,Hindu,SC,6161463808,"98/379, Sibal Path, Barasat 595302"
CMP001887,CR001887,Theodore Raghavan,Male,21,Business,Christian,ST,3849316524,"H.No. 864, Mahal Path, Malda 253881"
CMP001888,CR001888,Eshana Singh,Female,31,Labourer,Muslim,OBC,4760382888,"H.No. 778, Krishnamurthy Street, Agra 227461"
CMP001889,CR001889,Vincent Parekh,Male,57,Government Employee,Sikh,General,4472685748,"H.No. 364, Pau Nagar, Gopalpur 068058"
CMP001890,CR001890,Netra Suresh,Female,48,Retired,Christian,OBC,6754985510,"189, Hari Zila, Begusarai 183844"
CMP001891,CR001891,Manbir Nagy,Male,20,Homemaker,Hindu,SC,6713855263,"07/72, Tiwari Path, Burhanpur-043814"
CMP001892,CR001892,Urishilla Radhakrishnan,Female,56,Homemaker,Sikh,SC,0874007344,"83/462, Narula Marg, Aizawl 632686"
CMP001893,CR001893,Suhani Sanghvi,Female,18,Student,Sikh,SC,0714622323,"312, Mohan Street, Chapra 113769"
CMP001894,CR001894,Aradhana Pingle,Female,19,Labourer,Christian,SC,8130662957,"25/174, Kumar Chowk, Nagaon-687039"
CMP001895,CR001895,Nidhi Nagi,Female,53,Private Employee,Sikh,ST,8288755881,"H.No. 93, Krishna Marg, Chandrapur-671246"
CMP001896,CR001896,Agastya Som,Male,39,Government Employee,Muslim,SC,4003006948,"82/52, Sabharwal Zila, Udaipur-198501"
CMP001897,CR001897,Odika Bhagat,Female,19,Student,Christian,General,7221947985,"H.No. 56, Kaur Zila, Malda 060810"
CMP001898,CR001898,Dominic Varty,Male,50,Business,Christian,OBC,6902347586,"51, Goda Nagar, Udaipur 141084"
CMP001899,CR001899,Caleb Kibe,Male,49,Driver,Jain,ST,9295531678,"18, Sem Chowk, Khandwa-422120"
CMP001900,CR001900,Lohit Parmer,Male,26,Self Employed,Muslim,General,8816175341,"16, Tak Zila, Rourkela 879515"
CMP001901,CR001901,Yashasvi Batra,Female,28,Private Employee,Jain,General,2478438718,"89/560, Kibe Circle, Mango 703413"
CMP001902,CR001902,Wazir Buch,Male,30,Business,Jain,General,2781666219,"91/93, Gaba Chowk, Maheshtala-944797"
CMP001903,CR001903,Ekbal Sur,Male,18,Retired,Christian,SC,6186061830,"00/100, Gupta Nagar, Panihati 401526"
